MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,32,B ,D,S1,TON,,0.376,MG/L,D02 ,CBL,,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,21,BP,D,S1,TON,,0.3575,MG/L,D02 ,CBL,,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,18,BP,D,S1,TON,,0.3913,MG/L,D02 ,CBL,,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,0.5,S ,D,S1,TON,,0.419,MG/L,D02 ,CBL,,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,31,B ,D,S1,TON,,0.3641,MG/L,D02 ,CBL,,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,11,AP,D,S1,TON,,0.398,MG/L,D02 ,CBL,,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,11,AP,D,S1,TSS,,7.3,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,31,B ,D,S1,TSS,,4.4,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,0.5,S ,D,S1,TSS,,7,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,18,BP,D,S1,TSS,,2.5,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,21,BP,D,S1,TSS,,7.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,24675,BAY428,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,10/26/05,15:34:00,33,,,32,B ,D,S1,TSS,,10.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,25005,BAY430,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,11/15/05,12:05:00,33,4.5,26.5,28,BP,D,S1,TSS,,9.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,25005,BAY430,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,11/15/05,12:05:00,33,4.5,26.5,32,B ,D,S1,TSS,,10.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,25005,BAY430,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,11/15/05,12:05:00,33,4.5,26.5,0.5,S ,D,S1,TSS,,5.9,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,25005,BAY430,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,11/15/05,12:05:00,33,4.5,26.5,3,AP,D,S1,TSS,,4.3,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,14902,BAY431,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,12/14/05,13:00:00,33,5.5,10.5,0.5,S ,D,S1,TSS,,4.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,14902,BAY431,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,12/14/05,13:00:00,33,5.5,10.5,4,AP,D,S1,TSS,,5.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,14902,BAY431,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,12/14/05,13:00:00,33,5.5,10.5,12,BP,D,S1,TSS,,7.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,14902,BAY431,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,12/14/05,13:00:00,33,5.5,10.5,32,B ,D,S1,TSS,,,MG/L,L01 ,CBL,SS,,,,38.82593,-76.39945
CB4.1C,33532,BAY412,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,1/12/05,12:02:00,33.5,1.5,11.5,0.5,AP,D,S1,TSS,,6.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,33532,BAY412,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,1/12/05,12:02:00,33.5,1.5,11.5,0.5,S ,D,S1,TSS,,6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,33532,BAY412,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,1/12/05,12:02:00,33.5,1.5,11.5,13,BP,D,S1,TSS,,8.2,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,33532,BAY412,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,1/12/05,12:02:00,33.5,1.5,11.5,31,B ,D,S1,TSS,,16.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,33974,BAY413,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,2/16/05,12:01:00,34,13.5,22.5,0.5,S ,D,S1,TSS,,11,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,33974,BAY413,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,2/16/05,12:01:00,34,13.5,22.5,12,AP,D,S1,TSS,,8.6,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,33974,BAY413,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,2/16/05,12:01:00,34,13.5,22.5,24,BP,D,S1,TSS,,12.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,33974,BAY413,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,2/16/05,12:01:00,34,13.5,22.5,33,B ,D,S1,TSS,,40,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34256,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,3/15/05,12:47:00,34,9.5,23.5,0.5,S ,D,S1,TSS,,5.2,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34256,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,3/15/05,12:47:00,34,9.5,23.5,8,AP,D,S1,TSS,,4.7,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34256,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,3/15/05,12:47:00,34,9.5,23.5,25,BP,D,S1,TSS,,6.2,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34256,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,3/15/05,12:47:00,34,9.5,23.5,30.5,B ,D,S1,TSS,,8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34574,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/5/05,13:27:00,34,1.5,16.5,0.5,AP,D,S1,TSS,,21.3,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34574,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/5/05,13:27:00,34,1.5,16.5,0.5,S ,D,S1,TSS,,19.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,27879,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/11/05,13:00:00,33,11.5,18.5,0.5,S ,D,S1,TSS,,21,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,27879,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/11/05,13:00:00,33,11.5,18.5,10,AP,D,S1,TSS,,3.7,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,27879,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/11/05,13:00:00,33,11.5,18.5,20,BP,D,S1,TSS,,6.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,27879,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/11/05,13:00:00,33,11.5,18.5,28,B ,D,S1,TSS,,7.1,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28164,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/25/05,13:21:00,33,8.5,19.5,21,BP,D,S1,TSS,,5.2,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28164,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/25/05,13:21:00,33,8.5,19.5,7,AP,D,S1,TSS,,3.9,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28164,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/25/05,13:21:00,33,8.5,19.5,0.5,S ,D,S1,TSS,,5.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34574,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/5/05,13:27:00,34,1.5,16.5,18,BP,D,S1,TSS,,8.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34574,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/5/05,13:27:00,34,1.5,16.5,31,B ,D,S1,TSS,,10.2,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34907,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/19/05,12:37:00,33,1.5,14.5,0.5,AP,D,S1,TSS,,17.7,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34907,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/19/05,12:37:00,33,1.5,14.5,0.5,S ,D,S1,TSS,,17.2,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34907,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/19/05,12:37:00,33,1.5,14.5,15,BP,D,S1,TSS,,8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,34907,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,4/19/05,12:37:00,33,1.5,14.5,32,B ,D,S1,TSS,,20.7,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28164,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,5/25/05,13:21:00,33,8.5,19.5,29.5,B ,D,S1,TSS,,8.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28534,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/14/05,12:22:00,32,13.5,17.5,0.5,S ,D,S1,TSS,,3.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28534,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/14/05,12:22:00,32,13.5,17.5,12,AP,D,S1,TSS,,3.9,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28534,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/14/05,12:22:00,32,13.5,17.5,19,BP,D,S1,TSS,<,2.4,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,28534,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/14/05,12:22:00,32,13.5,17.5,30,B ,D,S1,TSS,,3.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28822,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/28/05,12:23:00,32.2,3.5,19.5,0.5,S ,D,S1,TSS,,3.8,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28822,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/28/05,12:23:00,32.2,3.5,19.5,2,AP,D,S1,TSS,<,2.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28822,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/28/05,12:23:00,32.2,3.5,19.5,21,BP,D,S1,TSS,,3.9,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,28822,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,6/28/05,12:23:00,32.2,3.5,19.5,31,B ,D,S1,TSS,,39.3,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29148,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/12/05,12:50:00,33,8.5,11.5,32,B ,D,S1,TSS,,7.1,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29148,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/12/05,12:50:00,33,8.5,11.5,0.5,S ,D,S1,TSS,,15.7,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29148,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/12/05,12:50:00,33,8.5,11.5,7,AP,D,S1,TSS,,4.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29148,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/12/05,12:50:00,33,8.5,11.5,13,BP,D,S1,TSS,,5,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,0.5,S ,D,S1,TSS,,13,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,31,B ,D,S1,TSS,,2.4,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,23448,BAY425,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/24/05,12:34:00,32.5,7.5,15.5,0.5,S ,D,S1,TSS,,7.2,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,23448,BAY425,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/24/05,12:34:00,32.5,7.5,15.5,6,AP,D,S1,TSS,<,2.4,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,23448,BAY425,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/24/05,12:34:00,32.5,7.5,15.5,17,BP,D,S1,TSS,,3.4,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,23448,BAY425,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/24/05,12:34:00,32.5,7.5,15.5,31,B ,D,S1,TSS,,4.4,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,0.5,S ,D,S1,TSS,,4.4,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,7,AP,D,S1,TSS,,6.1,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,7,AP,D,S1,TSS,,3.2,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,12,BP,D,S1,TSS,,4.2,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,30,B ,D,S1,TSS,,17,MG/L,L01 ,CBL,FF,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,19,BP,D,S1,TSS,,2.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,7,AP,D,S1,TSS,,3.9,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,0.5,S ,D,S1,TSS,,3.6,MG/L,L01 ,CBL,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,0.5,S ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,2,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,29,M ,ISM,M1,WTEMP,,22.8,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,7,AP,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,1,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,3,M ,ISM,M1,WTEMP,,27.8,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,5,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,8,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,19,BP,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,17,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,18,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,21,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,23,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,9,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,10,M ,ISM,M1,WTEMP,,26.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,11,M ,ISM,M1,WTEMP,,25.6,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,12,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,13,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,14,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,15,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29764,BAY424,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,8/9/05,13:16:00,32.5,8.5,17.5,16,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,30,B ,ISM,M1,WTEMP,,22.8,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,21,M ,ISM,M1,WTEMP,,22.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,23,M ,ISM,M1,WTEMP,,22.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,25,M ,ISM,M1,WTEMP,,22.8,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,27,M ,ISM,M1,WTEMP,,22.8,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,11,M ,ISM,M1,WTEMP,,23.5,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,13,M ,ISM,M1,WTEMP,,23.1,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,14,M ,ISM,M1,WTEMP,,22.9,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,15,M ,ISM,M1,WTEMP,,22.9,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,17,M ,ISM,M1,WTEMP,,22.8,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,18,M ,ISM,M1,WTEMP,,22.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,19,M ,ISM,M1,WTEMP,,22.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,20,M ,ISM,M1,WTEMP,,22.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,12,BP,ISM,M1,WTEMP,,23.3,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,6,M ,ISM,M1,WTEMP,,26.7,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,8,M ,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,9,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,10,M ,ISM,M1,WTEMP,,23.9,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,7,AP,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,1,M ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,2,M ,ISM,M1,WTEMP,,27.4,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,3,M ,ISM,M1,WTEMP,,27.2,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,29462,BAY423,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,7/26/05,12:55:00,31,8.5,10.5,5,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,7,AP,ISM,M1,WTEMP,,25.4,DEG C,F01 ,,,,,,38.82593,-76.39945
CB4.1C,23742,BAY426,TWQM,MAIN,MDDNR,MDDNR,CB4.1C,9/13/05,12:53:00,32.5,8.5,16.5,2,M ,ISM,M1,WTEMP,,25.6,DEG C,F01 ,,,,,,38.82593,-76.39945
